id,date,timestamp,year,month,day,aqi,rank,pm25,pm10,so2,co,no2,o3
1171,2017-02-15,1487088000,2017,2,15,281,重度污染,231,265,37,3.2,109,49
1172,2017-02-16,1487174400,2017,2,16,135,轻度污染,104,79,19,1.4,54,66
1173,2017-02-17,1487260800,2017,2,17,41,优,22,41,7,0.6,31,80
1174,2017-02-18,1487347200,2017,2,18,113,轻度污染,86,123,27,1.7,75,52
1175,2017-02-19,1487433600,2017,2,19,128,轻度污染,98,145,24,1.5,61,83
1176,2017-02-20,1487520000,2017,2,20,36,优,11,32,5,0.5,26,72
1177,2017-02-21,1487606400,2017,2,21,82,良,61,92,15,1.3,58,31
1178,2017-02-22,1487692800,2017,2,22,103,轻度污染,78,72,7,1.1,41,68
1179,2017-02-23,1487779200,2017,2,23,41,优,18,31,7,0.6,33,78
1180,2017-02-24,1487865600,2017,2,24,57,良,26,40,10,0.8,46,76
1181,2017-02-25,1487952000,2017,2,25,43,优,11,22,6,0.5,32,86
1182,2017-02-26,1488038400,2017,2,26,66,良,28,47,10,0.8,53,72
1183,2017-02-27,1488124800,2017,2,27,97,良,66,96,17,1.5,78,54
1184,2017-02-28,1488211200,2017,2,28,43,优,14,29,6,0.6,33,87
1185,2017-03-01,1488297600,2017,3,1,47,优,8,38,3,0.4,13,94
1186,2017-03-02,1488384000,2017,3,2,67,良,39,77,13,0.9,54,70
1187,2017-03-03,1488470400,2017,3,3,111,轻度污染,84,141,23,1.5,69,60
1188,2017-03-04,1488556800,2017,3,4,113,轻度污染,86,111,26,1.7,73,82
1189,2017-03-05,1488643200,2017,3,5,42,优,12,32,4,0.4,18,84
1190,2017-03-06,1488729600,2017,3,6,45,优,17,45,6,0.7,35,81
1191,2017-03-07,1488816000,2017,3,7,40,优,7,25,3,0.4,14,80
1192,2017-03-08,1488902400,2017,3,8,45,优,10,30,3,0.5,23,90
1193,2017-03-09,1488988800,2017,3,9,46,优,13,34,4,0.5,37,83
1194,2017-03-10,1489075200,2017,3,10,77,良,31,62,11,0.9,62,88
1195,2017-03-11,1489161600,2017,3,11,65,良,46,81,15,0.9,50,89
1196,2017-03-12,1489248000,2017,3,12,44,优,7,28,3,0.3,12,88
1197,2017-03-13,1489334400,2017,3,13,43,优,11,29,5,0.5,31,87
1198,2017-03-14,1489420800,2017,3,14,51,良,19,48,7,0.6,41,85
1199,2017-03-15,1489507200,2017,3,15,86,良,64,94,22,1.2,67,77
1200,2017-03-16,1489593600,2017,3,16,148,轻度污染,114,156,25,1.4,89,83
1201,2017-03-17,1489680000,2017,3,17,160,中度污染,122,162,19,1.1,70,81
1202,2017-03-18,1489766400,2017,3,18,190,中度污染,143,173,15,1.2,68,139
1203,2017-03-19,1489852800,2017,3,19,273,重度污染,223,251,33,2.1,81,150
1204,2017-03-20,1489939200,2017,3,20,182,中度污染,138,190,20,1.4,75,60
1205,2017-03-21,1490025600,2017,3,21,113,轻度污染,86,113,7,0.8,47,98
1206,2017-03-22,1490112000,2017,3,22,175,中度污染,133,174,19,1.3,81,74
1207,2017-03-23,1490198400,2017,3,23,160,中度污染,122,128,6,1.7,59,52
1208,2017-03-24,1490284800,2017,3,24,80,良,59,0,2,1,49,50
1209,2017-03-25,1490371200,2017,3,25,48,优,34,35,3,0.8,36,82
1210,2017-03-26,1490457600,2017,3,26,44,优,12,28,3,0.4,23,89
1211,2017-03-27,1490544000,2017,3,27,43,优,16,33,3,0.4,33,87
1212,2017-03-28,1490630400,2017,3,28,80,良,59,93,9,0.7,51,100
1213,2017-03-29,1490716800,2017,3,29,148,轻度污染,114,141,11,0.9,64,111
1214,2017-03-30,1490803200,2017,3,30,114,轻度污染,87,131,16,1.2,56,85
1215,2017-03-31,1490889600,2017,3,31,47,优,19,47,4,0.5,33,86
1216,2017-04-01,1490976000,2017,4,1,67,良,29,76,6,0.6,54,88
1217,2017-04-02,1491062400,2017,4,2,91,良,67,111,14,1.1,73,97
1218,2017-04-03,1491148800,2017,4,3,165,中度污染,126,171,21,1.3,78,159
1219,2017-04-04,1491235200,2017,4,4,174,中度污染,132,155,21,1.2,63,90
1220,2017-04-05,1491321600,2017,4,5,81,良,60,74,5,0.6,28,129
1221,2017-04-06,1491408000,2017,4,6,125,轻度污染,96,127,6,0.9,46,123
1222,2017-04-07,1491494400,2017,4,7,100,良,75,120,8,0.8,46,76
1223,2017-04-08,1491580800,2017,4,8,86,良,57,122,8,0.9,49,64
1224,2017-04-09,1491667200,2017,4,9,87,良,65,103,7,1,46,98
1225,2017-04-10,1491753600,2017,4,10,90,良,67,119,9,0.8,61,72
1226,2017-04-11,1491840000,2017,4,11,58,良,26,67,3,0.4,32,90
1227,2017-04-12,1491926400,2017,4,12,70,良,28,91,5,0.6,53,97
1228,2017-04-13,1492012800,2017,4,13,91,良,53,132,14,1.1,64,77
1229,2017-04-14,1492099200,2017,4,14,93,良,61,137,6,0.9,67,99
1230,2017-04-15,1492185600,2017,4,15,70,良,36,90,5,0.5,51,119
1231,2017-04-16,1492272000,2017,4,16,124,轻度污染,95,177,17,1,72,110
1232,2017-04-17,1492358400,2017,4,17,168,中度污染,128,221,8,1,57,97
1233,2017-04-18,1492444800,2017,4,18,65,良,24,81,2,0.3,20,94
1234,2017-04-19,1492531200,2017,4,19,87,良,43,117,7,0.9,70,35
1235,2017-04-20,1492617600,2017,4,20,71,良,39,92,3,0.7,45,90
1236,2017-04-21,1492704000,2017,4,21,54,良,18,59,2,0.3,22,104
1237,2017-04-22,1492790400,2017,4,22,87,良,44,124,8,0.5,45,122
1238,2017-04-23,1492876800,2017,4,23,62,良,23,71,4,0.4,23,115
1239,2017-04-24,1492963200,2017,4,24,66,良,34,83,5,0.5,32,111
1240,2017-04-25,1493049600,2017,4,25,38,优,13,38,2,0.3,24,77
1241,2017-04-26,1493136000,2017,4,26,51,良,14,39,3,0.4,29,102
1242,2017-04-27,1493222400,2017,4,27,54,良,15,47,2,0.4,34,105
1243,2017-04-28,1493308800,2017,4,28,62,良,23,67,3,0.4,38,115
1244,2017-04-29,1493395200,2017,4,29,76,良,40,103,3,0.5,41,127
1245,2017-04-30,1493481600,2017,4,30,105,轻度污染,50,161,5,0.5,43,141
1246,2017-05-01,1493568000,2017,5,1,81,良,40,112,8,0.7,46,123
1247,2017-05-02,1493654400,2017,5,2,132,轻度污染,59,134,10,1,53,196
1248,2017-05-03,1493740800,2017,5,3,93,良,70,118,9,0.9,47,118
1249,2017-05-04,1493827200,2017,5,4,500,严重污染,353,799,2,0.3,22,96
1250,2017-05-05,1493913600,2017,5,5,342,严重污染,178,454,4,0.4,22,88
1251,2017-05-06,1494000000,2017,5,6,71,良,32,93,3,0.4,35,113
1252,2017-05-07,1494086400,2017,5,7,85,良,27,73,4,0.4,41,142
1253,2017-05-08,1494172800,2017,5,8,101,轻度污染,55,113,8,0.6,55,162
1254,2017-05-09,1494259200,2017,5,9,100,良,44,96,7,0.5,25,160
1255,2017-05-10,1494345600,2017,5,10,81,良,39,71,4,0.5,31,138
1256,2017-05-11,1494432000,2017,5,11,91,良,29,133,3,0.4,32,96
1257,2017-05-12,1494518400,2017,5,12,111,轻度污染,46,172,5,0.5,26,144
1258,2017-05-13,1494604800,2017,5,13,61,良,19,73,2,0.3,16,91
1259,2017-05-14,1494691200,2017,5,14,70,良,13,40,2,0.3,16,124
1260,2017-05-15,1494777600,2017,5,15,81,良,22,61,7,0.6,24,138
1261,2017-05-16,1494864000,2017,5,16,124,轻度污染,43,91,10,0.6,30,187
1262,2017-05-17,1494950400,2017,5,17,185,中度污染,62,114,9,0.7,36,250
1263,2017-05-18,1495036800,2017,5,18,201,重度污染,81,145,11,0.9,51,275
1264,2017-05-19,1495123200,2017,5,19,187,中度污染,84,154,10,0.8,40,252
1265,2017-05-20,1495209600,2017,5,20,171,中度污染,57,126,9,0.8,38,236
1266,2017-05-21,1495296000,2017,5,21,116,轻度污染,57,97,15,1,27,178
1267,2017-05-22,1495382400,2017,5,22,53,良,37,57,7,1.1,37,54
1268,2017-05-23,1495468800,2017,5,23,71,良,18,36,3,0.5,33,126
1269,2017-05-24,1495555200,2017,5,24,84,良,17,53,3,0.4,45,141
1270,2017-05-25,1495641600,2017,5,25,104,轻度污染,21,84,6,0.6,39,165
1271,2017-05-26,1495728000,2017,5,26,154,中度污染,44,96,9,0.6,50,219
1272,2017-05-27,1495814400,2017,5,27,196,中度污染,67,118,21,1.4,47,261
1273,2017-05-28,1495900800,2017,5,28,194,中度污染,89,140,17,1.5,36,259
1274,2017-05-29,1495987200,2017,5,29,69,良,28,89,8,0.7,26,101
1275,2017-05-30,1496073600,2017,5,30,101,轻度污染,41,70,3,0.7,39,162
1276,2017-05-31,1496160000,2017,5,31,140,轻度污染,67,108,4,0.8,46,205
1277,2017-06-01,1496246400,2017,6,1,123,轻度污染,23,56,4,0.6,30,186
1278,2017-06-02,1496332800,2017,6,2,57,良,23,65,12,1,39,74
1279,2017-06-03,1496419200,2017,6,3,83,良,29,57,5,0.7,37,140
1280,2017-06-04,1496505600,2017,6,4,141,轻度污染,48,93,11,0.7,50,206
1281,2017-06-05,1496592000,2017,6,5,149,轻度污染,66,116,16,1,63,214
1282,2017-06-06,1496678400,2017,6,6,51,良,36,45,2,0.6,25,96
1283,2017-06-07,1496764800,2017,6,7,91,良,47,64,4,0.7,31,150
1284,2017-06-08,1496851200,2017,6,8,70,良,24,55,3,0.6,54,124
1285,2017-06-09,1496937600,2017,6,9,148,轻度污染,30,92,5,0.7,52,213
1286,2017-06-10,1497024000,2017,6,10,82,良,21,70,11,0.8,33,139
1287,2017-06-11,1497110400,2017,6,11,124,轻度污染,33,86,7,0.7,49,187
1288,2017-06-12,1497196800,2017,6,12,88,良,34,80,17,1.2,46,146
1289,2017-06-13,1497283200,2017,6,13,93,良,40,63,5,0.9,43,152
1290,2017-06-14,1497369600,2017,6,14,123,轻度污染,37,61,3,0.8,48,186
1291,2017-06-15,1497456000,2017,6,15,155,中度污染,39,93,4,0.7,49,220
1292,2017-06-16,1497542400,2017,6,16,158,中度污染,59,128,7,0.7,41,223
1293,2017-06-17,1497628800,2017,6,17,200,中度污染,80,157,11,0.9,37,267
1294,2017-06-18,1497715200,2017,6,18,197,中度污染,71,128,12,0.9,32,262
1295,2017-06-19,1497801600,2017,6,19,154,中度污染,36,62,3,0.6,27,219
1296,2017-06-20,1497888000,2017,6,20,156,中度污染,30,61,4,0.7,26,221
1297,2017-06-21,1497974400,2017,6,21,161,中度污染,49,83,8,0.9,29,226
1298,2017-06-22,1498060800,2017,6,22,50,优,32,39,2,0.8,25,101
1299,2017-06-23,1498147200,2017,6,23,51,良,18,21,2,0.7,20,102
1300,2017-06-24,1498233600,2017,6,24,65,良,21,33,3,0.6,22,119
1301,2017-06-25,1498320000,2017,6,25,108,轻度污染,26,45,2,0.5,33,169
1302,2017-06-26,1498406400,2017,6,26,134,轻度污染,23,47,2,0.5,37,198
1303,2017-06-27,1498492800,2017,6,27,200,中度污染,72,111,7,0.9,41,270
1304,2017-06-28,1498579200,2017,6,28,189,中度污染,95,127,8,1.3,43,254
1305,2017-06-29,1498665600,2017,6,29,139,轻度污染,57,89,6,0.9,32,203
1306,2017-06-30,1498752000,2017,6,30,200,中度污染,71,113,3,0.9,39,267
1307,2017-07-01,1498838400,2017,7,1,198,中度污染,88,133,4,1,42,263
1308,2017-07-02,1498924800,2017,7,2,189,中度污染,90,121,7,1.1,33,254
1309,2017-07-03,1499011200,2017,7,3,122,轻度污染,61,79,3,0.9,30,185
1310,2017-07-04,1499097600,2017,7,4,96,良,47,64,3,0.9,39,156
1311,2017-07-05,1499184000,2017,7,5,134,轻度污染,82,95,3,1.1,38,198
1312,2017-07-06,1499270400,2017,7,6,96,良,72,105,4,1.5,33,93
1313,2017-07-07,1499356800,2017,7,7,113,轻度污染,32,50,2,0.8,20,175
1314,2017-07-08,1499443200,2017,7,8,161,中度污染,39,60,2,0.7,30,226
1315,2017-07-09,1499529600,2017,7,9,169,中度污染,75,100,3,1.1,29,234
1316,2017-07-10,1499616000,2017,7,10,136,轻度污染,24,54,2,0.6,33,200
1317,2017-07-11,1499702400,2017,7,11,208,重度污染,46,93,4,0.9,44,311
1318,2017-07-12,1499788800,2017,7,12,191,中度污染,73,133,4,1,40,256
1319,2017-07-13,1499875200,2017,7,13,131,轻度污染,64,92,4,0.8,24,195
1320,2017-07-14,1499961600,2017,7,14,127,轻度污染,34,68,3,0.7,35,190
1321,2017-07-15,1500048000,2017,7,15,97,良,35,50,2,1,26,157
1322,2017-07-16,1500134400,2017,7,16,175,中度污染,68,89,3,1.2,35,240
1323,2017-07-17,1500220800,2017,7,17,120,轻度污染,53,70,3,1.1,28,182
1324,2017-07-18,1500307200,2017,7,18,88,良,61,85,3,0.9,27,146
1325,2017-07-19,1500393600,2017,7,19,110,轻度污染,74,86,2,0.8,25,171
1326,2017-07-20,1500480000,2017,7,20,127,轻度污染,97,118,2,0.8,31,174
1327,2017-07-21,1500566400,2017,7,21,53,良,22,29,2,0.7,26,104
1328,2017-07-22,1500652800,2017,7,22,38,优,23,37,2,0.7,31,77
1329,2017-07-23,1500739200,2017,7,23,60,良,43,61,2,0.8,38,106
1330,2017-07-24,1500825600,2017,7,24,57,良,41,57,2,0.8,40,43
1331,2017-07-25,1500912000,2017,7,25,80,良,33,53,4,0.9,33,137
1332,2017-07-26,1500998400,2017,7,26,43,优,22,39,2,0.7,31,86
1333,2017-07-27,1501084800,2017,7,27,64,良,40,66,3,1,47,117
1334,2017-07-28,1501171200,2017,7,28,70,良,28,58,2,0.8,44,125
1335,2017-07-29,1501257600,2017,7,29,91,良,32,61,2,0.7,39,150
1336,2017-07-30,1501344000,2017,7,30,129,轻度污染,38,67,3,0.7,35,192
1337,2017-07-31,1501430400,2017,7,31,200,中度污染,79,105,2,1,37,265
1338,2017-08-01,1501516800,2017,8,1,90,良,67,85,2,1,30,144
1339,2017-08-02,1501603200,2017,8,2,51,良,34,52,4,1.1,26,90
1340,2017-08-03,1501689600,2017,8,3,90,良,21,48,2,0.7,19,149
1341,2017-08-04,1501776000,2017,8,4,112,轻度污染,22,44,3,0.6,37,174
1342,2017-08-05,1501862400,2017,8,5,136,轻度污染,28,60,3,0.7,35,200
1343,2017-08-06,1501948800,2017,8,6,78,良,17,34,2,0.5,30,134
1344,2017-08-07,1502035200,2017,8,7,88,良,10,33,2,0.5,30,146
1345,2017-08-08,1502121600,2017,8,8,162,中度污染,30,70,3,0.7,40,227
1346,2017-08-09,1502208000,2017,8,9,101,轻度污染,22,36,2,0.6,26,162
1347,2017-08-10,1502294400,2017,8,10,125,轻度污染,64,86,2,0.8,33,188
1348,2017-08-11,1502380800,2017,8,11,119,轻度污染,91,117,2,1.2,39,139
1349,2017-08-12,1502467200,2017,8,12,46,优,31,39,2,0.8,37,79
1350,2017-08-13,1502553600,2017,8,13,57,良,41,52,2,0.9,36,99
1351,2017-08-14,1502640000,2017,8,14,93,良,28,41,2,0.8,26,152
1352,2017-08-15,1502726400,2017,8,15,106,轻度污染,54,76,4,1,32,167
1353,2017-08-16,1502812800,2017,8,16,85,良,56,73,2,0.9,37,142
1354,2017-08-17,1502899200,2017,8,17,92,良,22,37,2,0.7,28,151
1355,2017-08-18,1502985600,2017,8,18,72,良,53,74,3,1.2,54,123
1356,2017-08-19,1503072000,2017,8,19,70,良,41,55,2,1,32,124
1357,2017-08-20,1503158400,2017,8,20,99,良,60,73,3,1.2,37,159
1358,2017-08-21,1503244800,2017,8,21,133,轻度污染,71,95,2,1.1,39,197
1359,2017-08-22,1503331200,2017,8,22,98,良,74,105,2,1,35,97
1360,2017-08-23,1503417600,2017,8,23,57,良,20,28,2,0.7,27,109
1361,2017-08-24,1503504000,2017,8,24,47,优,14,37,2,0.6,38,82
1362,2017-08-25,1503590400,2017,8,25,47,优,9,36,3,0.5,38,80
1363,2017-08-26,1503676800,2017,8,26,60,良,15,56,3,0.6,48,52
1364,2017-08-27,1503763200,2017,8,27,38,优,17,30,2,0.6,28,76
1365,2017-08-28,1503849600,2017,8,28,34,优,19,28,2,0.6,27,68
1366,2017-08-29,1503936000,2017,8,29,49,优,16,49,4,0.5,36,87
1367,2017-08-30,1504022400,2017,8,30,91,良,52,88,4,0.9,44,150
1368,2017-08-31,1504108800,2017,8,31,107,轻度污染,81,99,2,0.9,35,120
1369,2017-09-01,1504195200,2017,9,1,182,中度污染,138,153,3,1.5,40,143
1370,2017-09-02,1504281600,2017,9,2,138,轻度污染,106,128,3,1.2,34,139
1371,2017-09-03,1504368000,2017,9,3,100,良,57,80,4,0.9,32,160
1372,2017-09-04,1504454400,2017,9,4,116,轻度污染,88,113,4,1,35,158
1373,2017-09-05,1504540800,2017,9,5,56,良,40,63,2,0.7,36,85
1374,2017-09-06,1504627200,2017,9,6,68,良,15,47,3,0.5,40,122
1375,2017-09-07,1504713600,2017,9,7,146,轻度污染,45,102,3,0.8,48,211
1376,2017-09-08,1504800000,2017,9,8,189,中度污染,115,152,4,1.3,44,254
1377,2017-09-09,1504886400,2017,9,9,132,轻度污染,101,122,7,1.8,32,181
1378,2017-09-10,1504972800,2017,9,10,122,轻度污染,93,120,4,1.2,42,82
1379,2017-09-11,1505059200,2017,9,11,50,优,19,37,2,0.5,40,89
1380,2017-09-12,1505145600,2017,9,12,68,良,21,58,2,0.6,43,122
1381,2017-09-13,1505232000,2017,9,13,123,轻度污染,72,125,6,1.2,60,186
1382,2017-09-14,1505318400,2017,9,14,112,轻度污染,85,125,5,1.1,51,160
1383,2017-09-15,1505404800,2017,9,15,80,良,59,100,4,0.9,63,121
1384,2017-09-16,1505491200,2017,9,16,122,轻度污染,93,129,4,1.1,64,153
1385,2017-09-17,1505577600,2017,9,17,43,优,10,33,3,0.4,35,87
1386,2017-09-18,1505664000,2017,9,18,80,良,23,73,3,0.6,56,136
1387,2017-09-19,1505750400,2017,9,19,57,良,13,48,3,0.5,46,83
1388,2017-09-20,1505836800,2017,9,20,58,良,13,54,3,0.5,47,91
1389,2017-09-21,1505923200,2017,9,21,97,良,58,121,8,1,78,139
1390,2017-09-22,1506009600,2017,9,22,70,良,23,90,2,0.5,40,83
1391,2017-09-23,1506096000,2017,9,23,120,轻度污染,49,190,7,0.9,73,108
1392,2017-09-24,1506182400,2017,9,24,102,轻度污染,62,154,4,1.1,61,143
1393,2017-09-25,1506268800,2017,9,25,100,良,75,130,8,1.5,47,136
1394,2017-09-26,1506355200,2017,9,26,66,良,48,70,2,0.7,43,56
1395,2017-09-27,1506441600,2017,9,27,61,良,28,61,4,1,49,30
1396,2017-09-28,1506528000,2017,9,28,36,优,9,34,4,0.4,29,66
1397,2017-09-29,1506614400,2017,9,29,90,良,43,100,4,0.8,72,68
1398,2017-09-30,1506700800,2017,9,30,142,轻度污染,109,157,5,1.2,68,112
1399,2017-10-01,1506787200,2017,10,1,95,良,71,93,2,0.8,49,83
1400,2017-10-02,1506873600,2017,10,2,44,优,13,44,4,0.6,34,36
1401,2017-10-03,1506960000,2017,10,3,42,优,16,36,2,0.5,34,53
1402,2017-10-04,1507046400,2017,10,4,55,良,29,60,5,0.6,40,70
1403,2017-10-05,1507132800,2017,10,5,75,良,55,79,5,0.8,40,88
1404,2017-10-06,1507219200,2017,10,6,90,良,67,89,6,0.8,49,91
1405,2017-10-07,1507305600,2017,10,7,145,轻度污染,112,134,3,1.2,75,14
1406,2017-10-08,1507392000,2017,10,8,164,中度污染,125,148,3,1.3,69,7
1407,2017-10-09,1507478400,2017,10,9,41,优,29,18,3,0.7,30,35
1408,2017-10-10,1507564800,2017,10,10,25,优,5,10,4,0.4,20,41
1409,2017-10-11,1507651200,2017,10,11,35,优,11,22,3,0.5,28,43
1410,2017-10-12,1507737600,2017,10,12,50,优,21,37,3,0.5,40,40
1411,2017-10-13,1507824000,2017,10,13,61,良,38,55,2,0.8,49,53
1412,2017-10-14,1507910400,2017,10,14,55,良,15,33,3,0.7,44,20
1413,2017-10-15,1507996800,2017,10,15,67,良,49,69,3,1.1,41,47
1414,2017-10-16,1508083200,2017,10,16,55,良,39,60,4,1,42,58
1415,2017-10-17,1508169600,2017,10,17,92,良,69,81,3,1.2,49,48
1416,2017-10-18,1508256000,2017,10,18,90,良,67,92,3,1.2,46,27
1417,2017-10-19,1508342400,2017,10,19,75,良,55,61,2,1.2,38,59
1418,2017-10-20,1508428800,2017,10,20,128,轻度污染,98,100,2,1.5,47,59
1419,2017-10-21,1508515200,2017,10,21,100,良,75,71,3,1.3,38,72
1420,2017-10-22,1508601600,2017,10,22,56,良,38,53,4,1,45,20
1421,2017-10-23,1508688000,2017,10,23,50,优,35,45,2,0.7,38,52
1422,2017-10-24,1508774400,2017,10,24,92,良,69,79,3,1,46,65
1423,2017-10-25,1508860800,2017,10,25,140,轻度污染,108,119,3,1.3,56,36
1424,2017-10-26,1508947200,2017,10,26,202,重度污染,152,155,3,1.6,69,25
1425,2017-10-27,1509033600,2017,10,27,221,重度污染,171,0,2,1.6,68,46
1426,2017-10-28,1509120000,2017,10,28,62,良,45,46,2,0.7,27,55
1427,2017-10-29,1509206400,2017,10,29,33,优,8,23,3,0.4,27,57
1428,2017-10-30,1509292800,2017,10,30,58,良,18,43,4,0.6,47,46
1429,2017-10-31,1509379200,2017,10,31,91,良,60,103,5,1,73,9
1430,2017-11-01,1509465600,2017,11,1,98,良,64,100,3,1.1,79,31
1431,2017-11-02,1509552000,2017,11,2,71,良,51,86,6,1,57,56
1432,2017-11-03,1509638400,2017,11,3,37,优,8,28,2,0.4,30,62
1433,2017-11-04,1509724800,2017,11,4,67,良,36,63,5,0.8,54,47
1434,2017-11-05,1509811200,2017,11,5,130,轻度污染,100,120,7,1.3,70,37
1435,2017-11-06,1509897600,2017,11,6,201,重度污染,151,167,5,1.5,70,56
1436,2017-11-07,1509984000,2017,11,7,111,轻度污染,84,96,3,1,44,66
1437,2017-11-08,1510070400,2017,11,8,63,良,20,45,6,0.8,51,30
1438,2017-11-09,1510156800,2017,11,9,78,良,51,92,6,1.4,63,22
1439,2017-11-10,1510243200,2017,11,10,39,优,7,39,2,0.3,15,58
1440,2017-11-11,1510329600,2017,11,11,46,优,17,36,4,0.5,37,36
1441,2017-11-12,1510416000,2017,11,12,78,良,55,92,6,1,63,15
1442,2017-11-13,1510502400,2017,11,13,60,良,26,71,3,0.6,31,61
1443,2017-11-14,1510588800,2017,11,14,32,优,10,28,3,0.5,26,62
1444,2017-11-15,1510675200,2017,11,15,46,优,15,37,3,0.5,37,60
1445,2017-11-16,1510761600,2017,11,16,90,良,57,87,10,1.4,72,19
1446,2017-11-17,1510848000,2017,11,17,55,良,23,60,4,0.7,32,64
1447,2017-11-18,1510934400,2017,11,18,54,良,38,59,7,0.6,35,60
1448,2017-11-19,1511020800,2017,11,19,117,轻度污染,89,118,9,1.4,72,17
1449,2017-11-20,1511107200,2017,11,20,135,轻度污染,104,131,10,1.9,85,29
1450,2017-11-21,1511193600,2017,11,21,158,中度污染,121,165,13,2,90,37
1451,2017-11-22,1511280000,2017,11,22,33,优,7,33,3,0.4,18,62
1452,2017-11-23,1511366400,2017,11,23,30,优,7,30,3,0.4,21,52
1453,2017-11-24,1511452800,2017,11,24,47,优,20,47,6,0.6,34,52
1454,2017-11-25,1511539200,2017,11,25,76,良,41,77,8,1,61,25
1455,2017-11-26,1511625600,2017,11,26,30,优,11,28,3,0.4,24,61
1456,2017-11-27,1511712000,2017,11,27,93,良,70,96,11,1.4,72,13
1457,2017-11-28,1511798400,2017,11,28,64,良,38,78,4,0.9,39,64
1458,2017-11-29,1511884800,2017,11,29,43,优,13,34,4,0.5,35,43
1459,2017-11-30,1511971200,2017,11,30,55,良,17,40,5,0.8,44,17
1460,2017-12-01,1512057600,2017,12,1,87,良,64,99,13,1.2,63,0
1461,2017-12-02,1512144000,2017,12,2,162,中度污染,123,157,17,2,87,0
1462,2017-12-03,1512230400,2017,12,3,254,重度污染,204,246,13,3,121,0
1463,2017-12-04,1512316800,2017,12,4,28,优,5,13,3,0.5,22,0
1464,2017-12-05,1512403200,2017,12,5,77,良,31,55,7,1,61,0
1465,2017-12-06,1512489600,2017,12,6,82,良,46,83,11,1,65,0
1466,2017-12-07,1512576000,2017,12,7,29,优,6,17,3,0.3,23,0
1467,2017-12-08,1512662400,2017,12,8,28,优,6,15,3,0.5,22,0
1468,2017-12-09,1512748800,2017,12,9,77,良,34,60,7,1.4,61,0
1469,2017-12-10,1512835200,2017,12,10,30,优,7,22,4,0.3,24,0
1470,2017-12-11,1512921600,2017,12,11,39,优,9,23,3,0.5,31,0
1471,2017-12-12,1513008000,2017,12,12,23,优,5,17,3,0.3,18,0
1472,2017-12-13,1513094400,2017,12,13,65,良,32,50,8,1,52,22
1473,2017-12-14,1513180800,2017,12,14,97,良,72,86,19,1.9,70,13
1474,2017-12-15,1513267200,2017,12,15,51,良,33,52,7,0.9,34,57
1475,2017-12-16,1513353600,2017,12,16,41,优,8,41,2,0.3,12,64
1476,2017-12-17,1513440000,2017,12,17,68,良,28,54,7,0.9,54,56
1477,2017-12-18,1513526400,2017,12,18,47,优,12,47,4,0.5,21,63
1478,2017-12-19,1513612800,2017,12,19,65,良,38,72,9,0.9,52,33
1479,2017-12-20,1513699200,2017,12,20,53,良,20,43,5,0.6,42,64
1480,2017-12-21,1513785600,2017,12,21,98,良,51,76,13,1.4,78,20
1481,2017-12-22,1513872000,2017,12,22,72,良,36,62,9,1.2,57,62
1482,2017-12-23,1513958400,2017,12,23,79,良,32,58,11,1,63,19
1483,2017-12-24,1514044800,2017,12,24,49,优,13,49,4,0.5,16,73
1484,2017-12-25,1514131200,2017,12,25,62,良,31,51,10,0.7,49,43
1485,2017-12-26,1514217600,2017,12,26,59,良,23,43,7,0.7,47,47
1486,2017-12-27,1514304000,2017,12,27,99,良,74,85,11,1.5,71,15
1487,2017-12-28,1514390400,2017,12,28,143,轻度污染,109,123,13,1.9,70,19
1488,2017-12-29,1514476800,2017,12,29,225,重度污染,175,192,6,2.9,86,11
1489,2017-12-30,1514563200,2017,12,30,145,轻度污染,111,77,5,2,62,52
1490,2017-12-31,1514649600,2017,12,31,64,良,33,67,6,1,51,35
1491,2018-01-01,1514736000,2018,1,1,60,良,33,61,10,1.1,48,41
1492,2018-01-02,1514822400,2018,1,2,49,优,27,49,7,0.9,35,50
1493,2018-01-03,1514908800,2018,1,3,29,优,11,28,5,0.4,23,55
1494,2018-01-04,1514995200,2018,1,4,44,优,15,29,5,0.5,35,42
1495,2018-01-05,1515081600,2018,1,5,69,良,32,53,9,1,55,39
1496,2018-01-06,1515168000,2018,1,6,52,良,16,29,6,0.6,41,53
1497,2018-01-07,1515254400,2018,1,7,59,良,38,57,11,0.9,47,55
1498,2018-01-08,1515340800,2018,1,8,55,良,12,60,4,0.3,12,66
1499,2018-01-09,1515427200,2018,1,9,35,优,7,34,3,0.3,14,69
1500,2018-01-10,1515513600,2018,1,10,35,优,6,20,3,0.3,10,69
1501,2018-01-11,1515600000,2018,1,11,34,优,12,23,5,0.5,27,60
1502,2018-01-12,1515686400,2018,1,12,94,良,59,79,12,1.4,75,23
1503,2018-01-13,1515772800,2018,1,13,137,轻度污染,104,120,16,1.8,86,18
1504,2018-01-14,1515859200,2018,1,14,175,中度污染,132,137,14,1.8,77,45
1505,2018-01-15,1515945600,2018,1,15,64,良,32,57,9,1,51,46
1506,2018-01-16,1516032000,2018,1,16,114,轻度污染,45,178,6,0.8,46,60
1507,2018-01-17,1516118400,2018,1,17,77,良,41,103,9,1.1,53,67
1508,2018-01-18,1516204800,2018,1,18,101,轻度污染,62,104,12,1.3,81,21
1509,2018-01-19,1516291200,2018,1,19,107,轻度污染,80,121,15,1.6,80,40
1510,2018-01-20,1516377600,2018,1,20,65,良,31,75,9,0.9,52,35
